Name,Age,Gender,Phone,Email,Product,Price,Order_Date,Payment_Date,Profit
Nigel Barr,26,Male,1-493-676-3424,nigelbarr@hotmail.net,Lipitor,100000,2021-06-11 23:35:00 UTC,2021-06-12 01:59:00 UTC,70000
Cade Hurley,26,Male,1-127-687-5537,cadehurley@google.com,Simvastatin,110000,2021-05-31 20:20:00 UTC,2021-05-31 22:44:00 UTC,77000
Cade Hurley,26,Male,1-127-687-5537,cadehurley@google.com,Azithromycin,125000,2021-07-10 20:20:00 UTC,2021-07-10 22:14:00 UTC,87500
Cedric Goff,26,Male,(672) 291-2347,cedricgoff5501@hotmail.org,Metoprolol Tartrate,175000,2021-05-24 17:24:00 UTC,2021-05-24 19:48:00 UTC,140000
Cedric Goff,26,Male,(672) 291-2347,cedricgoff5501@hotmail.org,Synthroid,150000,2021-07-03 17:24:00 UTC,2021-07-03 19:18:00 UTC,105000
Cedric Goff,26,Male,(672) 291-2347,cedricgoff5501@hotmail.org,Singulair,50000,2021-08-17 17:24:00 UTC,2021-08-17 19:18:00 UTC,40000
Cedric Goff,26,Male,(672) 291-2347,cedricgoff5501@hotmail.org,Lipitor,100000,2021-11-01 17:24:00 UTC,2021-11-01 19:18:00 UTC,70000
Joelle Cruz,26,Female,(706) 236-1578,joellecruz@google.net,Crestor,85000,2021-10-24 06:45:00 UTC,2021-10-24 09:09:00 UTC,59500
Joelle Cruz,26,Female,(706) 236-1578,joellecruz@google.net,Azithromycin,125000,2021-11-15 06:45:00 UTC,2021-11-15 08:39:00 UTC,87500
Joelle Cruz,26,Female,(706) 236-1578,joellecruz@google.net,Plavix,225000,2021-12-27 13:39:00 UTC,2021-12-27 15:32:00 UTC,100000
Andrew Albert,26,Male,1-678-826-4851,andrewalbert@google.net,Hydrocodone/APAP,200000,2021-09-21 22:58:00 UTC,2021-09-22 01:22:00 UTC,110000
Andrew Albert,26,Male,1-678-826-4851,andrewalbert@google.net,Synthroid,150000,2021-11-22 22:58:00 UTC,2021-11-23 00:52:00 UTC,105000
Andrew Albert,26,Male,1-678-826-4851,andrewalbert@google.net,Azithromycin,125000,2021-12-15 22:58:00 UTC,2021-12-16 00:52:00 UTC,87500
Heather Ayala,26,Male,1-936-437-3553,heatherayala8636@google.org,Azithromycin,125000,2021-12-12 19:22:00 UTC,2021-12-12 21:45:00 UTC,87500
Heather Ayala,26,Male,1-936-437-3553,heatherayala8636@google.org,Hydrocodone/APAP,200000,2022-01-03 19:22:00 UTC,2022-01-03 21:15:00 UTC,110000
Renee O'brien,26,Female,1-867-386-3267,reneeobrien3139@google.net,Hydrocodone/APAP,200000,2021-04-24 08:24:00 UTC,2021-04-24 10:48:00 UTC,110000
Renee O'brien,26,Female,1-867-386-3267,reneeobrien3139@google.net,Crestor,85000,2021-06-03 08:24:00 UTC,2021-06-03 10:18:00 UTC,59500
Renee O'brien,26,Female,1-867-386-3267,reneeobrien3139@google.net,Plavix,225000,2021-07-18 08:24:00 UTC,2021-07-18 10:18:00 UTC,100000
Renee O'brien,26,Female,1-867-386-3267,reneeobrien3139@google.net,LevothyroxineSodium,75000,2021-10-02 08:24:00 UTC,2021-10-02 10:18:00 UTC,45000
Elaine Randall,26,Male,1-851-475-7859,elainerandall@google.com,Azithromycin,125000,2021-01-06 06:55:00 UTC,2021-01-06 09:19:00 UTC,87500
Elaine Randall,26,Male,1-851-475-7859,elainerandall@google.com,Singulair,50000,2021-02-15 06:55:00 UTC,2021-02-15 08:49:00 UTC,40000
Elaine Randall,26,Male,1-851-475-7859,elainerandall@google.com,Singulair,50000,2021-03-19 06:55:00 UTC,2021-03-19 08:49:00 UTC,40000
Elaine Randall,26,Male,1-851-475-7859,elainerandall@google.com,Synthroid,150000,2022-01-19 02:23:00 UTC,2022-01-19 04:47:00 UTC,105000
Elaine Randall,26,Male,1-851-475-7859,elainerandall@google.com,Hydrocodone/APAP,200000,2022-02-23 01:53:00 UTC,2022-02-23 04:16:00 UTC,110000
Tiger Peterson,26,Male,(133) 525-1277,tigerpeterson@google.net,Nexium,270000,2021-01-26 14:23:00 UTC,2021-01-26 16:47:00 UTC,94500
Tiger Peterson,26,Male,(133) 525-1277,tigerpeterson@google.net,Lipitor,100000,2021-03-07 14:23:00 UTC,2021-03-07 16:17:00 UTC,70000
Tiger Peterson,26,Male,(133) 525-1277,tigerpeterson@google.net,Hydrocodone/APAP,200000,2022-02-02 20:33:00 UTC,2022-02-02 22:57:00 UTC,110000
Heidi Jefferson,26,Female,(753) 133-1451,heidijefferson@hotmail.net,Simvastatin,110000,2021-02-16 21:07:00 UTC,2021-02-16 23:31:00 UTC,77000
Heidi Jefferson,26,Female,(753) 133-1451,heidijefferson@hotmail.net,Nexium,270000,2021-03-28 21:07:00 UTC,2021-03-28 23:01:00 UTC,94500
Heidi Jefferson,26,Female,(753) 133-1451,heidijefferson@hotmail.net,Hydrocodone/APAP,200000,2021-04-29 21:07:00 UTC,2021-04-29 23:01:00 UTC,110000
Imani Gutierrez,26,Female,(687) 445-9140,imanigutierrez@google.net,Nexium,270000,2021-01-19 07:27:00 UTC,2021-01-19 09:51:00 UTC,94500
Imani Gutierrez,26,Female,(687) 445-9140,imanigutierrez@google.net,Crestor,85000,2022-01-28 05:36:00 UTC,2022-01-28 07:30:00 UTC,59500
Denton Davenport,26,Female,(540) 237-7621,dentondavenport@icloud.org,Hydrocodone/APAP,200000,2021-04-18 14:42:00 UTC,2021-04-18 17:06:00 UTC,110000
Denton Davenport,26,Female,(540) 237-7621,dentondavenport@icloud.org,Synthroid,150000,2021-05-28 14:42:00 UTC,2021-05-28 16:36:00 UTC,105000
Denton Davenport,26,Female,(540) 237-7621,dentondavenport@icloud.org,Metoprolol Tartrate,175000,2021-06-29 14:42:00 UTC,2021-06-29 16:36:00 UTC,140000
Denton Davenport,26,Female,(540) 237-7621,dentondavenport@icloud.org,LevothyroxineSodium,75000,2021-09-27 14:42:00 UTC,2021-09-27 16:36:00 UTC,45000
Haviva Wilkerson,26,Female,(244) 175-2974,havivawilkerson252@hotmail.com,LevothyroxineSodium,75000,2021-07-05 00:24:00 UTC,2021-07-05 02:48:00 UTC,45000
Nadine Contreras,26,Male,1-458-621-6527,nadinecontreras1769@icloud.org,Nexium,270000,2021-11-27 07:54:00 UTC,2021-11-27 10:18:00 UTC,94500
Guinevere Summers,26,Female,(377) 826-7477,guineveresummers45@icloud.net,Lipitor,100000,2021-10-10 21:30:00 UTC,2021-10-10 23:54:00 UTC,70000
Guinevere Summers,26,Female,(377) 826-7477,guineveresummers45@icloud.net,Nexium,270000,2021-11-01 21:30:00 UTC,2021-11-01 23:24:00 UTC,94500
Carly Sims,27,Female,(211) 644-5143,carlysims@hotmail.org,LevothyroxineSodium,75000,2022-03-09 13:56:00 UTC,2022-03-09 16:20:00 UTC,45000
Libby Chen,27,Female,(782) 822-0765,libbychen@google.net,LevothyroxineSodium,75000,2021-06-14 03:25:00 UTC,2021-06-14 05:49:00 UTC,45000
Logan Pate,27,Female,(683) 754-3572,loganpate@icloud.org,Simvastatin,110000,2021-10-05 11:16:00 UTC,2021-10-05 13:40:00 UTC,77000
Logan Pate,27,Female,(683) 754-3572,loganpate@icloud.org,LevothyroxineSodium,75000,2021-10-27 11:16:00 UTC,2021-10-27 13:10:00 UTC,45000
Logan Pate,27,Female,(683) 754-3572,loganpate@icloud.org,Lipitor,100000,2021-11-19 11:16:00 UTC,2021-11-19 13:10:00 UTC,70000
Logan Pate,27,Female,(683) 754-3572,loganpate@icloud.org,Lipitor,100000,2021-12-31 20:52:00 UTC,2021-12-31 23:16:00 UTC,70000
Tanya Noble,27,Female,(311) 665-3543,tanyanoble@google.com,Metoprolol Tartrate,175000,2021-10-18 06:34:00 UTC,2021-10-18 08:58:00 UTC,140000
Tanya Noble,27,Female,(311) 665-3543,tanyanoble@google.com,Nexium,270000,2021-11-09 06:34:00 UTC,2021-11-09 08:28:00 UTC,94500
Tanya Noble,27,Female,(311) 665-3543,tanyanoble@google.com,Singulair,50000,2021-12-17 18:05:00 UTC,2021-12-17 19:59:00 UTC,40000
Wing Lambert,27,Female,1-129-372-8483,winglambert@hotmail.com,Simvastatin,110000,2021-01-17 09:36:00 UTC,2021-01-17 12:00:00 UTC,77000
Wing Lambert,27,Female,1-129-372-8483,winglambert@hotmail.com,Plavix,225000,2022-01-27 15:24:00 UTC,2022-01-27 17:48:00 UTC,100000
Larissa Nolan,27,Female,1-263-768-5225,larissanolan443@hotmail.net,Nexium,270000,2021-01-11 09:37:00 UTC,2021-01-11 12:01:00 UTC,94500
Larissa Nolan,27,Female,1-263-768-5225,larissanolan443@hotmail.net,Nexium,270000,2022-01-25 18:02:00 UTC,2022-01-25 19:55:00 UTC,94500
Tiger Alvarez,27,Female,1-591-782-3512,tigeralvarez@icloud.net,Singulair,50000,2021-01-13 20:44:00 UTC,2021-01-13 23:08:00 UTC,40000
Tiger Alvarez,27,Female,1-591-782-3512,tigeralvarez@icloud.net,Singulair,50000,2022-01-27 02:31:00 UTC,2022-01-27 04:24:00 UTC,40000
Desiree Levine,27,Male,1-851-110-1443,desireelevine9711@google.com,Nexium,270000,2021-10-15 09:28:00 UTC,2021-10-15 11:52:00 UTC,94500
Desiree Levine,27,Male,1-851-110-1443,desireelevine9711@google.com,Metoprolol Tartrate,175000,2021-11-06 09:28:00 UTC,2021-11-06 11:22:00 UTC,140000
Kessie Allison,27,Male,(568) 563-1321,kessieallison1484@google.org,Lipitor,100000,2022-03-16 07:06:00 UTC,2022-03-16 09:30:00 UTC,70000
Kuame Hamilton,27,Female,1-461-235-2674,kuamehamilton@hotmail.org,Hydrocodone/APAP,200000,2021-08-20 10:53:00 UTC,2021-08-20 13:17:00 UTC,110000
Kuame Hamilton,27,Female,1-461-235-2674,kuamehamilton@hotmail.org,Metoprolol Tartrate,175000,2021-10-21 10:53:00 UTC,2021-10-21 12:47:00 UTC,140000
Kuame Hamilton,27,Female,1-461-235-2674,kuamehamilton@hotmail.org,Plavix,225000,2021-12-05 10:53:00 UTC,2021-12-05 12:47:00 UTC,100000
Kuame Hamilton,27,Female,1-461-235-2674,kuamehamilton@hotmail.org,Crestor,85000,2021-12-23 01:56:00 UTC,2021-12-23 03:50:00 UTC,59500
Kuame Hamilton,27,Female,1-461-235-2674,kuamehamilton@hotmail.org,Lipitor,100000,2022-01-04 10:53:00 UTC,2022-01-04 12:47:00 UTC,70000
Carly Donaldson,27,Male,1-719-935-1677,carlydonaldson@icloud.org,Hydrocodone/APAP,200000,2022-03-11 12:59:00 UTC,2022-03-11 15:23:00 UTC,110000
Jayme Livingston,27,Female,(257) 463-4675,jaymelivingston@hotmail.com,LevothyroxineSodium,75000,2021-11-22 04:37:00 UTC,2021-11-22 07:01:00 UTC,45000
Jayme Livingston,27,Female,(257) 463-4675,jaymelivingston@hotmail.com,Crestor,85000,2021-12-14 04:37:00 UTC,2021-12-14 06:31:00 UTC,59500
Evangeline Mullen,27,Female,(583) 745-1667,evangelinemullen3377@google.com,Simvastatin,110000,2021-03-22 17:09:00 UTC,2021-03-22 19:33:00 UTC,77000
Evangeline Mullen,27,Female,(583) 745-1667,evangelinemullen3377@google.com,Hydrocodone/APAP,200000,2021-05-01 17:09:00 UTC,2021-05-01 19:03:00 UTC,110000
Evangeline Mullen,27,Female,(583) 745-1667,evangelinemullen3377@google.com,Simvastatin,110000,2021-06-02 17:09:00 UTC,2021-06-02 19:03:00 UTC,77000
Evangeline Mullen,27,Female,(583) 745-1667,evangelinemullen3377@google.com,Singulair,50000,2021-08-31 17:09:00 UTC,2021-08-31 19:03:00 UTC,40000
May Marsh,28,Female,1-977-673-1325,maymarsh5420@icloud.org,LevothyroxineSodium,75000,2022-02-28 13:11:00 UTC,2022-02-28 15:05:00 UTC,45000
Aileen Rios,28,Male,1-345-292-1436,aileenrios@hotmail.org,Plavix,225000,2021-01-24 22:49:00 UTC,2021-01-25 01:13:00 UTC,100000
Aileen Rios,28,Male,1-345-292-1436,aileenrios@hotmail.org,Nexium,270000,2021-03-05 22:49:00 UTC,2021-03-06 00:42:00 UTC,94500
Aileen Rios,28,Male,1-345-292-1436,aileenrios@hotmail.org,Nexium,270000,2022-02-01 06:28:00 UTC,2022-02-01 08:52:00 UTC,94500
Meghan Koch,28,Female,1-211-764-3522,meghankoch@icloud.org,LevothyroxineSodium,75000,2021-10-05 13:16:00 UTC,2021-10-05 15:40:00 UTC,45000
Meghan Koch,28,Female,1-211-764-3522,meghankoch@icloud.org,Singulair,50000,2021-10-27 13:16:00 UTC,2021-10-27 15:10:00 UTC,40000
Meghan Koch,28,Female,1-211-764-3522,meghankoch@icloud.org,Singulair,50000,2022-01-01 03:03:00 UTC,2022-01-01 04:57:00 UTC,40000
Hakeem Allen,28,Female,1-344-718-3485,hakeemallen3564@hotmail.org,Simvastatin,110000,2021-07-31 12:48:00 UTC,2021-07-31 15:12:00 UTC,77000
Hakeem Allen,28,Female,1-344-718-3485,hakeemallen3564@hotmail.org,LevothyroxineSodium,75000,2021-09-09 12:48:00 UTC,2021-09-09 14:41:00 UTC,45000
Hilda Flores,28,Female,1-359-615-6884,hildaflores6419@icloud.com,Azithromycin,125000,2021-07-09 13:50:00 UTC,2021-07-09 16:14:00 UTC,87500
Jameson Cole,28,Male,1-561-729-8655,jamesoncole@hotmail.org,Simvastatin,110000,2021-10-04 06:31:00 UTC,2021-10-04 08:55:00 UTC,77000
Jameson Cole,28,Male,1-561-729-8655,jamesoncole@hotmail.org,Lipitor,100000,2021-10-26 06:31:00 UTC,2021-10-26 08:25:00 UTC,70000
Jameson Cole,28,Male,1-561-729-8655,jamesoncole@hotmail.org,Synthroid,150000,2021-11-18 06:31:00 UTC,2021-11-18 08:25:00 UTC,105000
Jameson Cole,28,Male,1-561-729-8655,jamesoncole@hotmail.org,Nexium,270000,2021-12-29 09:28:00 UTC,2021-12-29 11:22:00 UTC,94500
Kevin Alston,28,Male,(867) 517-5607,kevinalston1105@icloud.net,Simvastatin,110000,2021-07-25 19:05:00 UTC,2021-07-25 21:29:00 UTC,77000
Kevin Alston,28,Male,(867) 517-5607,kevinalston1105@icloud.net,Lipitor,100000,2021-09-03 19:05:00 UTC,2021-09-03 20:59:00 UTC,70000
Kevin Alston,28,Male,(867) 517-5607,kevinalston1105@icloud.net,Lipitor,100000,2021-10-18 19:05:00 UTC,2021-10-18 20:59:00 UTC,70000
Kevin Alston,28,Male,(867) 517-5607,kevinalston1105@icloud.net,Plavix,225000,2021-12-18 02:31:00 UTC,2021-12-18 04:54:00 UTC,100000
Oscar Fields,28,Male,(856) 490-6381,oscarfields@hotmail.com,Nexium,270000,2021-01-29 04:07:00 UTC,2021-01-29 06:31:00 UTC,94500
Oscar Fields,28,Male,(856) 490-6381,oscarfields@hotmail.com,LevothyroxineSodium,75000,2021-03-10 04:07:00 UTC,2021-03-10 06:01:00 UTC,45000
Oscar Fields,28,Male,(856) 490-6381,oscarfields@hotmail.com,Singulair,50000,2021-04-11 04:07:00 UTC,2021-04-11 06:01:00 UTC,40000
Oscar Fields,28,Male,(856) 490-6381,oscarfields@hotmail.com,Nexium,270000,2021-07-10 04:07:00 UTC,2021-07-10 06:01:00 UTC,94500
Oscar Fields,28,Male,(856) 490-6381,oscarfields@hotmail.com,Hydrocodone/APAP,200000,2022-02-05 07:13:00 UTC,2022-02-05 09:07:00 UTC,110000
Rafael Hogan,28,Female,(807) 137-4831,rafaelhogan@google.org,Hydrocodone/APAP,200000,2021-04-02 08:48:00 UTC,2021-04-02 11:12:00 UTC,110000
Rafael Hogan,28,Female,(807) 137-4831,rafaelhogan@google.org,Nexium,270000,2021-05-12 08:48:00 UTC,2021-05-12 10:41:00 UTC,94500
Rafael Hogan,28,Female,(807) 137-4831,rafaelhogan@google.org,Simvastatin,110000,2021-06-13 08:48:00 UTC,2021-06-13 10:41:00 UTC,77000
Rafael Hogan,28,Female,(807) 137-4831,rafaelhogan@google.org,Synthroid,150000,2021-09-11 08:48:00 UTC,2021-09-11 10:41:00 UTC,105000
Stacy Harmon,28,Female,(143) 481-9147,stacyharmon@icloud.net,Simvastatin,110000,2021-05-14 20:59:00 UTC,2021-05-14 23:23:00 UTC,77000
Stone Forbes,28,Female,1-336-773-8756,stoneforbes6309@google.org,Nexium,270000,2022-01-02 20:03:00 UTC,2022-01-02 22:27:00 UTC,94500
Ashton Warner,28,Male,(739) 920-3612,ashtonwarner@hotmail.com,Singulair,50000,2021-10-23 12:07:00 UTC,2021-10-23 14:31:00 UTC,40000
Ashton Warner,28,Male,(739) 920-3612,ashtonwarner@hotmail.com,Simvastatin,110000,2021-11-14 12:07:00 UTC,2021-11-14 14:01:00 UTC,77000
Ashton Warner,28,Male,(739) 920-3612,ashtonwarner@hotmail.com,Hydrocodone/APAP,200000,2021-12-25 16:55:00 UTC,2021-12-25 18:49:00 UTC,110000
Elton Summers,28,Female,1-381-618-2244,eltonsummers@icloud.net,Metoprolol Tartrate,175000,2021-09-29 06:53:00 UTC,2021-09-29 09:16:00 UTC,140000
Elton Summers,28,Female,1-381-618-2244,eltonsummers@icloud.net,Singulair,50000,2021-10-21 06:53:00 UTC,2021-10-21 08:46:00 UTC,40000
Elton Summers,28,Female,1-381-618-2244,eltonsummers@icloud.net,Azithromycin,125000,2021-11-13 06:53:00 UTC,2021-11-13 08:46:00 UTC,87500
Elton Summers,28,Female,1-381-618-2244,eltonsummers@icloud.net,Synthroid,150000,2021-12-22 23:45:00 UTC,2021-12-23 01:39:00 UTC,105000
Ryder Fischer,28,Female,(398) 784-7181,ryderfischer@hotmail.org,Hydrocodone/APAP,200000,2022-03-12 17:31:00 UTC,2022-03-12 19:25:00 UTC,110000
Stewart Hinton,28,Male,1-538-427-6045,stewarthinton9269@google.net,Azithromycin,125000,2021-11-25 18:05:00 UTC,2021-11-25 20:29:00 UTC,87500
Garrett Clayton,28,Male,1-527-462-7566,garrettclayton4641@icloud.com,Azithromycin,125000,2021-02-10 06:03:00 UTC,2021-02-10 08:26:00 UTC,87500
Garrett Clayton,28,Male,1-527-462-7566,garrettclayton4641@icloud.com,Lipitor,100000,2021-03-22 06:03:00 UTC,2021-03-22 07:56:00 UTC,70000
Garrett Clayton,28,Male,1-527-462-7566,garrettclayton4641@icloud.com,Nexium,270000,2022-02-18 03:08:00 UTC,2022-02-18 05:02:00 UTC,94500
Harding Jimenez,28,Male,1-747-436-0106,hardingjimenez8882@google.org,Azithromycin,125000,2021-02-19 05:38:00 UTC,2021-02-19 08:02:00 UTC,87500
Harding Jimenez,28,Male,1-747-436-0106,hardingjimenez8882@google.org,Hydrocodone/APAP,200000,2021-03-31 05:38:00 UTC,2021-03-31 07:32:00 UTC,110000
Harding Jimenez,28,Male,1-747-436-0106,hardingjimenez8882@google.org,LevothyroxineSodium,75000,2021-05-02 05:38:00 UTC,2021-05-02 07:32:00 UTC,45000
Macaulay Donaldson,28,Male,(346) 377-2526,macaulaydonaldson@hotmail.com,Simvastatin,110000,2021-02-01 22:43:00 UTC,2021-02-02 01:07:00 UTC,77000
Macaulay Donaldson,28,Male,(346) 377-2526,macaulaydonaldson@hotmail.com,LevothyroxineSodium,75000,2021-03-13 22:43:00 UTC,2021-03-14 00:37:00 UTC,45000
Macaulay Donaldson,28,Male,(346) 377-2526,macaulaydonaldson@hotmail.com,Plavix,225000,2022-02-07 19:16:00 UTC,2022-02-07 21:40:00 UTC,100000
Salvador Frederick,28,Female,(545) 494-3427,salvadorfrederick8108@hotmail.org,Synthroid,150000,2021-03-31 16:26:00 UTC,2021-03-31 18:50:00 UTC,105000
Salvador Frederick,28,Female,(545) 494-3427,salvadorfrederick8108@hotmail.org,Nexium,270000,2021-05-10 16:26:00 UTC,2021-05-10 18:20:00 UTC,94500
McKenzie Mccullough,28,Male,1-783-559-7762,mckenziemccullough@google.net,Hydrocodone/APAP,200000,2021-02-19 11:24:00 UTC,2021-02-19 13:48:00 UTC,110000
Asher Best,29,Female,1-784-325-4527,asherbest@google.org,Hydrocodone/APAP,200000,2021-09-14 06:52:00 UTC,2021-09-14 09:15:00 UTC,110000
Asher Best,29,Female,1-784-325-4527,asherbest@google.org,Hydrocodone/APAP,200000,2021-11-15 06:52:00 UTC,2021-11-15 08:45:00 UTC,110000
Asher Best,29,Female,1-784-325-4527,asherbest@google.org,Crestor,85000,2022-01-17 06:52:00 UTC,2022-01-17 08:45:00 UTC,59500
Moses Hyde,29,Male,1-768-862-6056,moseshyde29@google.com,Synthroid,150000,2021-04-10 11:27:00 UTC,2021-04-10 13:51:00 UTC,105000
Moses Hyde,29,Male,1-768-862-6056,moseshyde29@google.com,Hydrocodone/APAP,200000,2021-05-20 11:27:00 UTC,2021-05-20 13:21:00 UTC,110000
Moses Hyde,29,Male,1-768-862-6056,moseshyde29@google.com,Simvastatin,110000,2021-06-21 11:27:00 UTC,2021-06-21 13:21:00 UTC,77000
Cairo Weeks,29,Male,(712) 754-6347,cairoweeks1226@icloud.org,Singulair,50000,2021-07-04 10:31:00 UTC,2021-07-04 12:55:00 UTC,40000
Ivan Fuller,29,Male,(797) 632-4576,ivanfuller6925@hotmail.com,Simvastatin,110000,2022-03-17 00:28:00 UTC,2022-03-17 02:51:00 UTC,77000
Neve Branch,29,Female,1-898-781-1467,nevebranch@google.com,Crestor,85000,2021-08-03 17:54:00 UTC,2021-08-03 20:18:00 UTC,59500
Neve Branch,29,Female,1-898-781-1467,nevebranch@google.com,Singulair,50000,2021-09-12 17:54:00 UTC,2021-09-12 19:48:00 UTC,40000
Jeremy Quinn,29,Female,1-720-660-6728,jeremyquinn@icloud.org,Synthroid,150000,2021-10-24 22:09:00 UTC,2021-10-25 00:33:00 UTC,105000
Jeremy Quinn,29,Female,1-720-660-6728,jeremyquinn@icloud.org,Lipitor,100000,2021-11-15 22:09:00 UTC,2021-11-16 00:03:00 UTC,70000
Jeremy Quinn,29,Female,1-720-660-6728,jeremyquinn@icloud.org,Metoprolol Tartrate,175000,2021-12-28 06:02:00 UTC,2021-12-28 07:55:00 UTC,140000
Leila Peters,29,Male,1-855-558-2133,leilapeters4173@icloud.net,Nexium,270000,2021-10-20 10:44:00 UTC,2021-10-20 13:07:00 UTC,94500
Leila Peters,29,Male,1-855-558-2133,leilapeters4173@icloud.net,Synthroid,150000,2021-11-11 10:44:00 UTC,2021-11-11 12:37:00 UTC,105000
Leila Peters,29,Male,1-855-558-2133,leilapeters4173@icloud.net,Plavix,225000,2021-12-21 11:42:00 UTC,2021-12-21 13:35:00 UTC,100000
Chaney Albert,29,Male,(697) 382-2853,chaneyalbert@google.net,Singulair,50000,2022-03-11 00:20:00 UTC,2022-03-11 02:43:00 UTC,40000
Colorado Wynn,29,Female,1-898-738-5004,coloradowynn@google.com,Lipitor,100000,2021-08-22 20:29:00 UTC,2021-08-22 22:53:00 UTC,70000
Colorado Wynn,29,Female,1-898-738-5004,coloradowynn@google.com,Nexium,270000,2021-10-23 20:29:00 UTC,2021-10-23 22:23:00 UTC,94500
Colorado Wynn,29,Female,1-898-738-5004,coloradowynn@google.com,Simvastatin,110000,2021-12-07 20:29:00 UTC,2021-12-07 22:23:00 UTC,77000
Colorado Wynn,29,Female,1-898-738-5004,coloradowynn@google.com,Singulair,50000,2021-12-27 00:35:00 UTC,2021-12-27 02:29:00 UTC,40000
Gregory Foley,29,Male,(746) 778-5425,gregoryfoley@google.com,Simvastatin,110000,2021-11-10 09:12:00 UTC,2021-11-10 11:36:00 UTC,77000
Gregory Foley,29,Male,(746) 778-5425,gregoryfoley@google.com,LevothyroxineSodium,75000,2021-12-02 09:12:00 UTC,2021-12-02 11:06:00 UTC,45000
Jillian Mccoy,29,Male,(323) 375-2839,jillianmccoy@icloud.com,Synthroid,150000,2021-10-23 17:29:00 UTC,2021-10-23 19:53:00 UTC,105000
Jillian Mccoy,29,Male,(323) 375-2839,jillianmccoy@icloud.com,Crestor,85000,2021-11-14 17:29:00 UTC,2021-11-14 19:23:00 UTC,59500
Jillian Mccoy,29,Male,(323) 375-2839,jillianmccoy@icloud.com,Crestor,85000,2021-12-26 03:46:00 UTC,2021-12-26 06:10:00 UTC,59500
Kylee Michael,29,Male,(343) 878-3836,kyleemichael@google.org,Synthroid,150000,2021-03-12 20:41:00 UTC,2021-03-12 23:05:00 UTC,105000
Mechelle Cole,29,Female,(686) 249-2833,mechellecole@hotmail.org,Lipitor,100000,2021-06-05 06:11:00 UTC,2021-06-05 08:35:00 UTC,70000
Baker Robinson,29,Female,(503) 635-1322,bakerrobinson136@google.com,LevothyroxineSodium,75000,2021-06-06 18:21:00 UTC,2021-06-06 20:45:00 UTC,45000
Calista Hughes,29,Male,(432) 813-3615,calistahughes4719@icloud.org,Nexium,270000,2021-08-01 21:45:00 UTC,2021-08-02 00:09:00 UTC,94500
Calista Hughes,29,Male,(432) 813-3615,calistahughes4719@icloud.org,LevothyroxineSodium,75000,2021-09-10 21:45:00 UTC,2021-09-10 23:39:00 UTC,45000
Simon Valentine,29,Female,(911) 295-1762,simonvalentine9896@google.com,Hydrocodone/APAP,200000,2021-05-18 11:12:00 UTC,2021-05-18 13:35:00 UTC,110000
Jacqueline Mcmillan,29,Female,(844) 664-6830,jacquelinemcmillan@google.net,LevothyroxineSodium,75000,2021-07-16 08:22:00 UTC,2021-07-16 10:46:00 UTC,45000
Brent Cruz,30,Female,1-287-577-7845,brentcruz@hotmail.com,Synthroid,150000,2021-12-05 08:40:00 UTC,2021-12-05 11:04:00 UTC,105000
Cadman Rosa,30,Female,1-771-704-6236,cadmanrosa@icloud.com,Nexium,270000,2021-10-21 01:33:00 UTC,2021-10-21 03:57:00 UTC,94500
Cadman Rosa,30,Female,1-771-704-6236,cadmanrosa@icloud.com,Lipitor,100000,2021-11-12 01:33:00 UTC,2021-11-12 03:27:00 UTC,70000
Cadman Rosa,30,Female,1-771-704-6236,cadmanrosa@icloud.com,LevothyroxineSodium,75000,2021-12-22 23:33:00 UTC,2021-12-23 01:57:00 UTC,45000
Jin Robbins,30,Female,1-624-364-7888,jinrobbins9676@hotmail.org,Azithromycin,125000,2021-06-04 16:13:00 UTC,2021-06-04 18:37:00 UTC,87500
Ivy Jefferson,30,Male,1-370-744-4773,ivyjefferson3778@icloud.com,Singulair,50000,2021-01-08 00:21:00 UTC,2021-01-08 02:44:00 UTC,40000
Ivy Jefferson,30,Male,1-370-744-4773,ivyjefferson3778@icloud.com,Crestor,85000,2022-01-19 13:11:00 UTC,2022-01-19 15:35:00 UTC,59500
Nyssa Shields,30,Female,1-562-805-3843,nyssashields652@hotmail.net,Lipitor,100000,2021-03-02 18:41:00 UTC,2021-03-02 21:05:00 UTC,70000
Ronan Barrett,30,Female,1-768-234-9797,ronanbarrett6005@icloud.org,Hydrocodone/APAP,200000,2021-09-05 11:42:00 UTC,2021-09-05 14:05:00 UTC,110000
Ronan Barrett,30,Female,1-768-234-9797,ronanbarrett6005@icloud.org,Lipitor,100000,2021-11-06 11:42:00 UTC,2021-11-06 13:35:00 UTC,70000
Ronan Barrett,30,Female,1-768-234-9797,ronanbarrett6005@icloud.org,Metoprolol Tartrate,175000,2022-01-10 11:42:00 UTC,2022-01-10 13:35:00 UTC,140000
Xena Bartlett,30,Male,1-751-505-7536,xenabartlett8189@google.com,Metoprolol Tartrate,175000,2021-01-31 05:49:00 UTC,2021-01-31 08:13:00 UTC,140000
Xena Bartlett,30,Male,1-751-505-7536,xenabartlett8189@google.com,Nexium,270000,2021-03-12 05:49:00 UTC,2021-03-12 07:43:00 UTC,94500
Xena Bartlett,30,Male,1-751-505-7536,xenabartlett8189@google.com,Azithromycin,125000,2021-04-13 05:49:00 UTC,2021-04-13 07:43:00 UTC,87500
